id,title,description,images,price,category
1020,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10415-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 43*49MM
Strap Material: Stainless Steel
Band Width: 24*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10415-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-1_1000x.jpg",240.00,men
1021,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10316-3,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Green
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 45*54.3MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10316-3_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10316-3_1000x.jpg",320.00,men
1022,BIGOTTI MENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10065-6,"PRODUCT DETAILS

Case Color: Steel/Gun Metal
Dial Color: Dark Grey
Strap Color: Gun Metal
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH PATTERN AND EYES","https://jubilee.ae/cdn/shop/products/BG.1.10065-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-6_1000x.jpg",189.00,men
1023,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10415-2,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Black
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 43*49MM
Strap Material: Stainless Steel
Band Width: 24*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10415-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-2_1000x.jpg",240.00,men
1024,SERGIO TACCHINI ARCHIVIO MENS SILICON STRAP WATCH - ST.1.10334-3,"PRODUCT DETAILS
Case Color: Rose Gold
Dial Color: Green
Strap Color: Green
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 45*52.5MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10334-3_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10334-3_1000x.jpg",340.00,men
1025,DANIEL KLEIN PREMIUM MENS STAINLESS STEEL STRAP WATCH - DK.1.12627-2,"PRODUCT DETAILS

Case Color: Black
Dial Color: Gun Metal
Strap Color: Rose Gold
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 41*48.5MM
Strap Material: Stainless Steel
Band Width: 20*18MM
Dial Type: BRUSH DIAL WITH DOT","https://jubilee.ae/cdn/shop/products/DK.1.12627-2_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12627-2_1000x.jpg",112.00,men
1026,DANIEL KLEIN DKLN MENS SILICON STRAP WATCH - DK.1.12868-4,"PRODUCT DETAILS
Case Color: Black
Dial Color: Dark Brown
Strap Color: Dark Brown
Function: Multifunction
Gender: Men
Case Material: Plastic
Case Size: 42*49.5MM
Strap Material: Silicon
Band Width: 20*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12868-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12868-4_1000x.jpg",150.00,men
1027,BIGOTTI MILANO MENS SILICON STRAP WATCH - BG.1.10399-3,"PRODUCT DETAILS
Case Color: Black
Dial Color: Gun Metal
Strap Color: Black
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*54MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10399-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-3_1000x.jpg",250.00,men
1028,BIGOTTI MENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10065-3,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Gun Metal
Strap Color: Black
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH PATTERN AND EYES","https://jubilee.ae/cdn/shop/products/BG.1.10065-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10065-3_1000x.jpg",196.00,men
1029,DANIEL KLEIN PREMIUM MENS LEATHER STRAP WATCH - DK.1.13271-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: White
Strap Color: Black
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 42*49.5MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: CERAMIC DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.13271-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13271-1_1000x.jpg",150.00,men
1030,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10241-4,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10241-4_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10241-4_1000x.jpg",360.00,men
1031,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10381-2,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Black
Strap Color: Steel
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 43*52MM
Strap Material: Stainless Steel
Band Width: 22*18MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10381-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10381-2_1000x.jpg",200.00,men
1032,G-SHOCK GA-1000-4BDR MASTER OF G GRAVITYMASTER AVIATOR RED MEN'S WATCH,"DESCRIPTION
These new additions to the MASTER OF G series GRAVITYMASTER lineup are equipped with digital compass capabilities and having Module No. 5302 creating a watch that is perfectly matched to the needs of the modern aviator, both in terms of function and appearance. Pressing the 9 o'clock button in any mode immediately goes to the Digital Compass Mode, while the button at 8 o'clock returns to the mode you were in before the Digital Compass Mode. Continual direction readings can be taken for 20 seconds, during which the second hand points to north, a literal direction indicator is displayed in the upper display, and a direction angle value is displayed in the lower display. A bearing memory can be used to store a bearing reading that you can recall for later reference when you need it. Other features include temperature measurement, large numerals, and thick hands for easy reading. A coating on the tip of the second hand and minute markers reacts with the black light illumination of the watch for easy reading in the dark.
SPECIFICATIONS
Module No. 5302
Case / bezel material: Resin / Stainless steel
Resin Band
Neobrite
Shock Resistant
Mineral Glass / Spherical Glass
200-meter water resistance
Neon Illuminator (Black light LED)
Auto light switch, selectable illumination duration, afterglow
Digital compass (NORTH)
Hand indication of north (20 seconds continuous measurement)
Measures and displays direction as one of 16 points
Measuring range: 0 to 359°
Measuring unit: 1°
Bidirectional calibration
Magnetic declination correction
Bearing memory
Thermometer
Display range: –10 to 60°C (14 to 140°F)
Display unit: 0.1°C (0.2°F)
World time
31 time zones (48 cities + coordinated universal time), city code display, daylight saving on/off
1/100-second stopwatch
Measuring capacity: 23:59'59.99''
Measuring modes: Elapsed time, split time, 1st-2nd place times
Countdown timer
Measuring unit: 1 second
Countdown range: 60 minutes
Countdown start time setting range: 1 to 60 minutes (1-minute increments)
5 daily alarms (with 1 snooze alarm)
Hourly time signal
Full auto-calendar (to year 2099)
12/24-hour format
Low battery warning
Button operation tone on/off
Regular timekeeping
Analog: 3 hands (hour, minute (hand moves every 10 seconds), second)
Digital: Hour, minute, second, pm, month, date, day
Accuracy: ±15 seconds per month
Approx. battery life: 2 years on SR927W × 2
SIZE OF CASE / TOTAL WEIGHT
Size of case : 50.8×52.1×16.9mm
Total weight : 88g
What's included in the set:
G-Shock watch, User's Manual, Gift Box, Warranty  ","https://jubilee.ae/cdn/shop/products/g-shock-ga-1000-4bdr-master-of-gravitymaster-aviator-red-mens-watch-515_200x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-ga-1000-4bdr-master-of-gravitymaster-aviator-red-mens-watch-515_400x.jpg","1,035.00",men
1033,DANIEL KLEIN MENS SUNGLASSES - DK3148C3,,"https://jubilee.ae/cdn/shop/products/DK3148C3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3148C3_1600x.jpg",68.25,men
1034,BIGOTTI MENS TIME AND DATE STAINLESS STEEL STRAP WATCH - BG.1.10121-4,"PRODUCT DETAILS

Case Color: Gold
Dial Color: Gun Metal
Strap Color: Gold
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10121-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10121-4_1200x.jpg",152.00,men
1035,BIGOTTI MENS MULTIFUNCTION SILICON STRAP WATCH - BG.1.10112-4,"PRODUCT DETAILS

Case Color: Gun Metal/Blue
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*53.8MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH PATTERN","https://jubilee.ae/cdn/shop/products/BG.1.10112-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10112-4_1200x.jpg",152.00,men
1036,BIGOTTI MENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10022-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*53.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH EYES","https://jubilee.ae/cdn/shop/products/BG.1.10022-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10022-1_1000x.jpg",147.00,men
1037,G-SHOCK GAX-100B-1ADR ANALOG-DIGITAL BLACK MEN'S WATCH,"DESCRIPTION
G-SHOCK G-LIDE has long been a favorite choice among the world’s top surfers and street sports athletes using the module no. 5485, and these new additions for 2016 promise to maintain that tradition. The new GAX-100B-1ADR combination model provides the best of both analog and digital formats. Large hour markers, hour and minute hands contribute to easy reading. The arrow shaped minute hand and the contrasting color of the analog hands and dial further visibility even while paddling or waiting for the next wave. Surf-oriented functions include Tide Indicator, Moon Data, and temperature measurement. The three black, white, and bi-color versions come with a half-matte finish. The standard monotone coloring of these new G-LIDE models are sure to appeal to both surfers and street fashion lovers the world over.
SPECIFICATIONS
Module No. 5485
Case / bezel material: Resin
Resin Band
Magnetic Resistant
Shock Resistant
Mineral Glass
200-meter water resistance
LED light
Auto light switch, selectable illumination duration, afterglow
Thermometer
Display range: –10 to 60°C (14 to 140°F)
Display unit: 0.1°C (0.2°F)
World time
31 time zones (48 cities + coordinated universal time), daylight saving on/off, Home city/World time city swapping
Moon data (moon age of the specific date, moon phase graph)
Tide graph (tide level for specific date and time)
1/100-second stopwatch
Measuring capacity: 999:59'59.99''
Measuring modes: Elapsed time, split time, 1st-2nd place times
Countdown timer
Measuring unit: 1 second
Countdown range: 24 hours
Countdown start time setting range: 1 minute to 24 hours (1-minute increments and 1-hour increments)
5 daily alarms (with 1 snooze alarm)
Hourly time signal
Full auto-calendar (to year 2099)
12/24-hour format
Button operation tone on/off
Regular timekeeping
Analog: 2 hands (hour, minute (hand moves every 20 seconds)), 1 dial (tide level)
Digital: Hour, minute, second, pm, month, date, day
Accuracy: ±15 seconds per month
Approx. battery life: 3 years on SR927W × 2
SIZE OF CASE / TOTAL WEIGHT
Size of case : 55×51.2×16.9mm
Total weight : 69g
What's included in the set:
G-Shock watch, User's Manual, Gift Box, Warranty  ","https://jubilee.ae/cdn/shop/products/g-shock-gax-100b-1adr-analog-digital-black-mens-watch_937_200x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-gax-100b-1adr-analog-digital-black-mens-watch_937_400x.jpg",555.00,men
1038,G-SHOCK ANALOG-DIGITAL YELLOW MENS WATCH - GA-100A-9ADR,"DESCRIPTION
Introducing a collection of new G-SHOCK models whose 35mm diameter faces and large cases give them a look of power and strength with the module no. 5081. Dial rings and raised hour markers create three-dimensional depth that gives the face plenty of character. The popular G-SHOCK three-dial face design incorporates one analog dial in the center, with digital dials on either side. These watches are designed and engineered to deliver outstanding shock resistance and water resistance, as well as anti-magnetism. Over-sized buttons come with a checkered anti-slip surface to make operations fast and sure. 1/1000-second stopwatch, velocity indicator, World Time, 5 alarms and much more provides these models with unmatched function and performance.
SPECIFICATIONS
Module No. 5081
Case / bezel material: Resin
Resin Band
Shock Resistant
Mineral Glass
Magnetic Resistant
200-meter water resistance
LED light
Auto light switch, selectable illumination duration (1.5 seconds or 3 seconds), afterglow
World time
29 time zones (48 cities + coordinated universal time), daylight saving on/off, Home city / World time city swapping
1/1000-second stopwatch
Measuring capacity: 99:59'59.999''
Measuring modes: Elapsed time, lap time, split time
Others: Speed (0 to 1998 units / hour), Distance input (0.0 to 99.9)
Mach indicator (speed exceeding 1225 units / hour)
Countdown timer
Measuring unit: 1 second
Countdown range: 24 hours
Countdown start time setting range: 1 minute to 24 hours (1-minute increments and 1-hour increments)
Other: Auto-repeat
5 daily alarms (with 1 snooze alarm)
Hourly time signal
Full auto-calendar (to year 2099)
12/24-hour format
Regular timekeeping
Analog: 2 hands (hour, minute (hand moves every 20 seconds)), 1 dial (speed)
Digital: Hour, minute, second, pm, month, date, day
Accuracy: ±15 seconds per month
Approx. battery life: 2 years on CR1220
SIZE OF CASE / TOTAL WEIGHT
Size of case : 55×51.2×16.9mm
Total weight : 70g
What's included in the set:
G-Shock watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/g-shock-ga-100a-9adr-analog-digital-yellow-unisex-watch-549_200x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-ga-100a-9adr-analog-digital-yellow-unisex-watch-549_400x.jpg",485.00,men
1039,DANIEL KLEIN MENS SUNGLASSES - DK3152C1,,"https://jubilee.ae/cdn/shop/products/DK3152C1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C1_1600x.jpg",68.25,men
1040,DANIEL KLEIN D-TIME MENS SILICON STRAP WATCH - DK.1.12640-5,"PRODUCT DETAILS

Case Color: Black
Dial Color: Touch Screen
Strap Color: Red
Function: Digital
Gender: Men
Case Material: Metal
Case Size: 45*52.5MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: DIGITAL WATCH","https://jubilee.ae/cdn/shop/products/DK.1.12640-5_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12640-5_1000x.jpg",88.00,men
1041,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10266-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Day and Date
Gender: Men
Case Material: Brass
Case Size: 45*53.8MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH UP INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10266-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-1_1000x.jpg",200.00,men
1042,BIGOTTI MENS DAY AND DATE LEATHER STRAP WATCH - BG.1.10172-6,"PRODUCT DETAILS

Case Color: Black
Dial Color: Gun Metal
Strap Color: Dark Brown
Function: Day and Date
Gender: Men
Case Material: Brass
Case Size: 44*53MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: MATT DIAL WITH DATE","https://jubilee.ae/cdn/shop/products/BG.1.10172-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10172-6_1200x.jpg",128.00,men
1043,DANIEL KLEIN PREMIUM MENS LEATHER STRAP WATCH - DK.1.13279-4,"PRODUCT DETAILS
Case Color: Steel/Black
Dial Color: Green
Strap Color: Black
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 44*52MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.13279-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13279-4_1000x.jpg",150.00,men
1044,SERGIO TACCHINI STREAMLINE MENS SILICON STRAP WATCH - ST.1.10255-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Gun Metal
Strap Color: Black
Function: Time and Date
Gender: Men
Case Material: Stainless Steel
Case Size: 44*52.5MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10255-1_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10255-1_1000x.jpg",230.00,men
1045,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10266-3,"PRODUCT DETAILS
Case Color: Black
Dial Color: Black
Strap Color: Black
Function: Day and Date
Gender: Men
Case Material: Brass
Case Size: 45*53.8MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH UP INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10266-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10266-3_1000x.jpg",220.00,men
1046,BIGOTTI MENS MULTIFUNCTION LEATHER STRAP WATCH - BG.1.10132-5,"PRODUCT DETAILS

Case Color: Steel/Gold
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*51MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10132-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10132-5_1200x.jpg",160.00,men
