id,title,description,images,price,category
1047,CASIO MTPV006D7BUDF METAL MEN'S CLASSIC ANALOG WATCH,"• Triple-fold Clasp.
• Stainless Steel Band.
• Mineral Glass.
• Water Resistant.
• Size of case : 45.1×38×9.4mm.
• Total weight : 93g.

PRODUCT DESCRIPTION
Men's watch, brand Casio model code mtp-v006d-1budf. This model has a 42mm case made of durable steel. The strap, however, a silver made of stainless steel. Search our store the clock more suitable to your needs.
  PRODUCT SPECIFICATIONS
WATCH INFORMATION
BRAND, SELLER, OR COLLECTION NAME Casio
MODEL NUMBER EAW-MTP-V006D-7BUDF
PART NUMBER MTP-V006D-7
ITEM SHAPE Oval
DISPLAY TYPE Analog
CASE DIAMETER 42 millimeters
CASE THICKNESS 9 millimeters
BAND MATERIAL Stainless Steel
BAND WIDTH 18 millimeters
BAND COLOR Grey
DIAL COLOR White
CALENDAR Yes
ITEM WEIGHT 95 Grams
MOVEMENT Quartz
WATER RESISTANT DEPTH 30 Meters
  What's included in the set:
Casio Men's watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/casio-mtpv006d7budf-metal-mens-classic-analog-watch-408_200x.jpg, https://jubilee.ae/cdn/shop/products/casio-mtpv006d7budf-metal-mens-classic-analog-watch-408_400x.jpg",81.00,men
1048,SERGIO TACCHINI HERITECH MENS STAINLESS STEEL STRAP WATCH - ST.1.10336-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Black
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 45*51MM
Strap Material: Stainless Steel
Band Width: 24*22MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10336-1_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10336-1_1000x.jpg",360.00,men
1049,DANIEL KLEIN MENS SUNGLASSES - DK3204C3,,"https://jubilee.ae/cdn/shop/products/DK3204C3_200x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_400x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_600x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_700x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_800x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_900x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_1000x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_1200x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_1400x.png, https://jubilee.ae/cdn/shop/products/DK3204C3_1600x.png",97.50,men
1050,CASIO W735H1A2VDF DIGITAL MEN'S ROUGH SPORTY WATCH,"LED Backlight: Afterglow (Super Illuminator)
Stopwatch: 1/100-second.
Measuring capacity: 23:59'59.99''.
Measuring modes: Elapsed time, split time, 1st-2nd place times.
Countdown timer:
- Measuring unit: 1 second
- Countdown range: 24 hours.
Total weight : 50g
  PRODUCT DESCRIPTION
Product Features: Brand: Casio Watch Shape: Round Dial Case Diameter Size: Band Material: Rubber Display Type: Digital Targeted Group: Men Type: Sport Watch Model Number: W-735H-1A2VDF
  PRODUCT SPECIFICATIONS
WATCH INFORMATION
BRAND, SELLER, OR COLLECTION NAME Casio
MODEL NUMBER W-735H-1A2VDF (I101)
PART NUMBER I101
MODEL YEAR 2016
ITEM SHAPE Round
DIAL WINDOW MATERIAL TYPE  Plastic
DISPLAY TYPE Digital
CLASP Buckle
CASE MATERIAL Plastic
CASE DIAMETER 38 millimeters
CASE THICKNESS 16
BAND MATERIAL Rubber
BAND WIDTH 18 millimeters
BAND COLOR Black
ITEM WEIGHT 200 Grams
MOVEMENT Quartz
WATER RESISTANT DEPTH 30 Meters
  What's included in the set:
Casio Men's watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/casio-w735h1a2vdf-digital-mens-rough-sporty-watch-388_200x.jpg, https://jubilee.ae/cdn/shop/products/casio-w735h1a2vdf-digital-mens-rough-sporty-watch-388_400x.jpg",116.70,men
1051,BIGOTTI MENS MULTIFUNCTION LEATHER STRAP WATCH - BG.1.10033-6,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*53.5MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10033-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10033-6_1000x.jpg",161.00,men
1052,DANIEL KLEIN PREMIUM MENS LEATHER STRAP WATCH - DK.1.12442-5,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Gun Metal
Strap Color: Black
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 44*53MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12442-5_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12442-5_1000x.jpg",98.00,men
1053,EDIFICE EFS-S550PB-1AVUDF CHRONOGRAPH SOLAR RUBBER STRAP BLACK DIAL MEN'S WATCH,"DESCRIPTION
Solar Powered Chronograph
Introducing new EDIFICE solar powered chronographs with sapphire crystals with the module no. 5622. These new models add highly scratch-resistant sapphire crystals to the EDIFICE solar-powered EFS-S550 Series chronograph, can be charged even by exposure to fluorescent light. The Scuderia Toro Rosso racing team constantly pushes the limits of speed in order to remain competitive in the world of F1 racing, while EDIFICE develops and incorporates the latest in chronograph technology to make it possible to measure speed. By partnering with Scuderia Toro Rosso, EDIFICE firmly establishes itself as a leading motorsports chronograph. The EFS-S550 was developed under the guidance of the Scuderia Toro Rosso pit crew. Solar powered operation, highly scratch resistant sapphire crystals, and 100-meter water resistance all combine to make these the ultimate in pit crew chronograph reliability. A countdown bezel also supports crew timekeeping management. It enables countdown of the time to the next scheduled event or the time remaining until a task being performed needs to be completed. The models in this lineup are available with a choice of yellow, blue, or orange highlight colors, each of which was selected to maximize viewability and sporty looks. There is also a choice of metal, resin, and nylon bands to suit individual preferences for look and fit.
SPECIFICATIONS
Module No. 5622
Case / bezel material: Stainless steel
Resin Band
Sapphire Glass with non-reflective coating
Anti-reverse Bezel
Black ion plated bezel
100-meter water resistance
Solar powered
1-second stopwatch
Measuring capacity: 29'59
Measuring modes: Elapsed time, split time, 1st-2nd place times
Date display
Regular timekeeping
Analog: 3 hands (hour, minute, second),
3 dials (24-hour, stopwatch minutes, stopwatch seconds)
Accuracy: ±20 seconds per month
Operating time from full charge until hands stop: Approx. 5 months
SIZE OF CASE / TOTAL WEIGHT
Size of case : 50×47×12mm
Total weight : 100g
What's included in the set:
Casio Edifice watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/edifice-efs-s550pb-1avudf-chronograph-solar-rubber-strap-black-dial-mens-watch-712_200x.jpg, https://jubilee.ae/cdn/shop/products/edifice-efs-s550pb-1avudf-chronograph-solar-rubber-strap-black-dial-mens-watch-712_400x.jpg",559.00,men
1054,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10319-5,"PRODUCT DETAILS
Case Color: Steel/Gold
Dial Color: Gun Metal
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 44*53MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10319-5_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10319-5_1000x.jpg",310.00,men
1055,BIGOTTI MILANO MENS LEATHER STRAP WATCH - BG.1.10390-6,"PRODUCT DETAILS
Case Color: Gun Metal
Dial Color: Gun Metal
Strap Color: Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 44*53MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10390-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-6_1000x.jpg",230.00,men
1056,DANIEL KLEIN EXCLUSIVE MENS STAINLESS STEEL STRAP WATCH - DK.1.12516-4,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Gun Metal
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Metal
Case Size: 42*47.5MM
Strap Material: Stainless Steel
Band Width: 20*18MM
Dial Type: MATT DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12516-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-4_1000x.jpg",112.00,men
1057,DANIEL KLEIN PREMIUM MENS STAINLESS STEEL STRAP WATCH - DK.1.12992-4,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Gun Metal
Strap Color: Steel
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 42*49.8MM
Strap Material: Stainless Steel
Band Width: 20*18MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12992-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12992-4_1000x.jpg",140.00,men
1058,G-SHOCK GA-400HR-1ADR ANALOG-DIGITAL BLACK & RED MEN'S WATCH,"DESCRIPTION
From G-SHOCK, which strives for toughness, comes a Black & Red Series that makes the most of G-SHOCK colors and also with module no. 5398. G-SHOCK brand colors are used as the main case and band colors. The overall base color of the watch is black, for a look of unrefined toughness, with splashes of red for lettering and on other case components. A bi-color molding process is used for the band, which makes it possible to create a band that is black on the outside and red on the inside. The flashes of red from the inside of the band when putting on or taking off the watch is a bold statement of G-SHOCK identity. Base model is the big case GA-400 model that really stand out on the wrist. The brand colors of this new model capture the very essence of the G-SHOCK spirit of toughness.
SPECIFICATIONS
Module No. 5398
Case / bezel material: Resin
Resin Band
Magnetic Resistant
Shock Resistant
Mineral Glass
200-meter water resistance
LED light
Auto light switch, selectable illumination duration (1.5 seconds or 3 seconds), afterglow
World time
31 time zones (48 cities + coordinated universal time), one-touch UTC time zone, daylight saving on/off, Home city/World time city swapping
1/100-second stopwatch
Measuring capacity: 23:59'59.99''
Measuring modes: Elapsed time, split time
Countdown timer
Measuring unit: 1 second
Countdown range: 60 minutes
Countdown start time setting range: 1 minute to 60 minutes (1-minute increments)
Other: Auto switching to elapsed time measurement (up to 60 minutes, 1-second units) when the end of a countdown timer operation is reached
5 daily alarms (with 1 snooze alarm)
Hourly time signal
Hand shift feature (Hands move out of the way to provide an unobstructed view of digital display contents.)
Full auto-calendar (to year 2099)
12/24-hour format
Button operation tone on/off
Regular timekeeping
Analog: 2 hands (hour, minute (hand moves every 20 seconds)), 1 dial (countdown timer minutes)
Digital: Hour, minute, second, pm, month, date, day
Accuracy: ±15 seconds per month
Approx. battery life: 3 years on SR927W × 2
SIZE OF CASE / TOTAL WEIGHT
Size of case : 55×51.9×18.3mm
Total weight : 70g
What's included in the set:
G-Shock watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/g-shock-ga-400hr-1adr-analog-digital-black-red-mens-watch_639_200x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-ga-400hr-1adr-analog-digital-black-red-mens-watch_639_400x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-ga-400hr-1adr-analog-digital-black-red-mens-watch_639_600x.jpg",570.00,men
1059,BIGOTTI MENS MULTIFUNCTION LEATHER STRAP WATCH - BG.1.10116-4,"PRODUCT DETAILS

Case Color: Gun Metal
Dial Color: Dark Grey
Strap Color: Dark Brown
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*54.5MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10116-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10116-4_1200x.jpg",152.00,men
1060,DANIEL KLEIN D-TIME MENS STAINLESS STEEL STRAP WATCH - DK.1.12634-4,"PRODUCT DETAILS

Case Color: Grey
Dial Color: Dark Blue
Strap Color: Grey
Function: Analog-Digital
Gender: Men
Case Material: Metal
Case Size: 45*54MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: DIGITAL WATCH","https://jubilee.ae/cdn/shop/products/DK.1.12634-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12634-4_1200x.jpg",144.00,men
1061,DANIEL KLEIN MEN STEEL NECKLACE - DKJ.4.4009-1,,"https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.4009-1_1600x.jpg",65.00,men
1062,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10255-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Day and Date
Gender: Men
Case Material: Brass
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10255-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10255-1_1000x.jpg",200.00,men
1063,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10322-2,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Dark Blue
Strap Color: Steel
Function: Time and Date
Gender: Men
Case Material: Stainless Steel
Case Size: 43*51MM
Strap Material: Stainless Steel
Band Width: 26*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10322-2_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10322-2_1000x.jpg",280.00,men
1064,BIGOTTI MENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10006-4,"PRODUCT DETAILS

Case Color: Black
Dial Color: Gun Metal
Strap Color: Black
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*53MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: MATT DIAL WITH EYES & DATE","https://jubilee.ae/cdn/shop/products/BG.1.10006-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10006-4_1000x.jpg",168.00,men
1065,EDIFICE EFR-100D-1AVDF QUARTZ STAINLESS STEEL BLACK DIAL MEN'S WATCH,"DESCRIPTION
Speed and Intelligence The striking EDIFICE look reflects a fusion of a dynamic form with an intricately detailed face with module no. 5125. EDIFICE realizes a varied range of functions and controls through advanced technologies developed to Operate its distinctively designed hands and disk dials. EDIFICE timepieces A line-up of multifunction chronographs evolving through the power of electronics.
SPECIFICATIONS
Module No.5125
Case / bezel material: Stainless steel
Mineral Glass
Clamp 3 with one click
Screw Lock Back
100-meter water resistance
Date display
Regular timekeeping
Analog: 3 hands (hour, minute, second),
3 dials (stopwatch minutes, stopwatch seconds, 24-hour)
Accuracy: ±20 seconds per month
Approx. battery life: 3 years with SR626SW
SIZE OF CASE / TOTAL WEIGHT
Size of case : 48.5×43.8×12.1mm
Total weight : 81g
What's included in the set:
Casio Edifice watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/edifice-efr-100d-1avdf-quartz-stainless-steel-black-dial-mens-watch_866_200x.jpg, https://jubilee.ae/cdn/shop/products/edifice-efr-100d-1avdf-quartz-stainless-steel-black-dial-mens-watch_866_400x.jpg, https://jubilee.ae/cdn/shop/products/edifice-efr-100d-1avdf-quartz-stainless-steel-black-dial-mens-watch_866_600x.jpg",363.20,men
1066,DANIEL KLEIN D-TIME MENS STAINLESS STEEL STRAP WATCH - DK.1.12496-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Digital
Strap Color: Steel
Function: Digital
Gender: Men
Case Material: Metal
Case Size: 43*50.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: TOUCH SCREEN DIAL","https://jubilee.ae/cdn/shop/products/DK.1.12496-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-1_1000x.jpg",84.00,men
